"type";"variable";"prettyName";"year";"value"
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";2005;8064
"DISCRETE PREVALENCE";"Total";"Cirrhosis";2005;1189
"DISCRETE PREVALENCE";"Total";"HCC";2005;38
"DISCRETE PREVALENCE";"Total";"Transplant";2005;14
"INCIDENCE";"Total";"HCV+ acute";2005;654
"INCIDENCE";"Total";"HCV+ chronic";2005;595
"INCIDENCE";"Total";"Cirrhosis";2005;122
"INCIDENCE";"Total";"HCC";2005;27
"INCIDENCE";"Total";"Transplant";2005;14
"YEARLY MORTALITY";"Total";"Cirrhosis";2005;27
"YEARLY MORTALITY";"Total";"HCC";2005;23
"YEARLY MORTALITY";"Total";"Transplant";2005;3
"YEARLY MORTALITY";"Total";"HCV related";2005;45
"YEARLY MORTALITY";"Total";"Not related to HCV";2005;285
"CUMULATIVE MORTALITY";"Total";"HCV related";2005;454
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";2005;4591
"YLLs";"Total";"Cirrhosis";2005;1089
"YLLs";"Total";"HCC";2005;872
"YLLs";"Total";"Transplant";2005;107
"YLLs";"Total";"HCV related";2005;1789
"YLLs";"Total";"Not related to HCV";2005;13329
"YLDs";"Total";"HCV+ acute";2005;166
"YLDs";"Total";"HCV+ chronic";2005;2048
"YLDs";"Total";"Cirrhosis";2005;376
"YLDs";"Total";"HCC";2005;24
"YLDs";"Total";"Transplant";2005;9
"YLDs";"Total";"Total";2005;2573
"DALYs";"Total";"HCV+ acute";2005;166
"DALYs";"Total";"HCV+ chronic";2005;2048
"DALYs";"Total";"Cirrhosis";2005;1432
"DALYs";"Total";"HCC";2005;888
"DALYs";"Total";"Transplant";2005;111
"DALYs";"Total";"HCV related";2005;4251
"OVERLAPPING PREVALENCE";"Total";"Alive";2006;21359
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";2006;9456
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";2006;8868
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";2006;642
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";2006;8106
"DISCRETE PREVALENCE";"Total";"Cirrhosis";2006;1242
"DISCRETE PREVALENCE";"Total";"HCC";2006;40
"DISCRETE PREVALENCE";"Total";"Transplant";2006;15
"INCIDENCE";"Total";"HCV+ acute";2006;685
"INCIDENCE";"Total";"HCV+ chronic";2006;493
"INCIDENCE";"Total";"Cirrhosis";2006;122
"INCIDENCE";"Total";"HCC";2006;28
"INCIDENCE";"Total";"Transplant";2006;15
"YEARLY MORTALITY";"Total";"Cirrhosis";2006;27
"YEARLY MORTALITY";"Total";"HCC";2006;23
"YEARLY MORTALITY";"Total";"Transplant";2006;3
"YEARLY MORTALITY";"Total";"HCV related";2006;46
"YEARLY MORTALITY";"Total";"Not related to HCV";2006;281
"CUMULATIVE MORTALITY";"Total";"HCV related";2006;492
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";2006;4849
"YLLs";"Total";"Cirrhosis";2006;1068
"YLLs";"Total";"HCC";2006;861
"YLLs";"Total";"Transplant";2006;123
"YLLs";"Total";"HCV related";2006;1794
"YLLs";"Total";"Not related to HCV";2006;12981
"YLDs";"Total";"HCV+ acute";2006;174
"YLDs";"Total";"HCV+ chronic";2006;2059
"YLDs";"Total";"Cirrhosis";2006;388
"YLDs";"Total";"HCC";2006;25
"YLDs";"Total";"Transplant";2006;9
"YLDs";"Total";"Total";2006;2607
"DALYs";"Total";"HCV+ acute";2006;174
"DALYs";"Total";"HCV+ chronic";2006;2059
"DALYs";"Total";"Cirrhosis";2006;1417
"DALYs";"Total";"HCC";2006;879
"DALYs";"Total";"Transplant";2006;126
"DALYs";"Total";"HCV related";2006;4278
"OVERLAPPING PREVALENCE";"Total";"Alive";2007;21611
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";2007;9212
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";2007;8597
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";2007;684
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";2007;8158
"DISCRETE PREVALENCE";"Total";"Cirrhosis";2007;1303
"DISCRETE PREVALENCE";"Total";"HCC";2007;42
"DISCRETE PREVALENCE";"Total";"Transplant";2007;16
"INCIDENCE";"Total";"HCV+ acute";2007;388
"INCIDENCE";"Total";"HCV+ chronic";2007;517
"INCIDENCE";"Total";"Cirrhosis";2007;126
"INCIDENCE";"Total";"HCC";2007;28
"INCIDENCE";"Total";"Transplant";2007;16
"YEARLY MORTALITY";"Total";"Cirrhosis";2007;28
"YEARLY MORTALITY";"Total";"HCC";2007;24
"YEARLY MORTALITY";"Total";"Transplant";2007;3
"YEARLY MORTALITY";"Total";"HCV related";2007;48
"YEARLY MORTALITY";"Total";"Not related to HCV";2007;283
"CUMULATIVE MORTALITY";"Total";"HCV related";2007;530
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";2007;5106
"YLLs";"Total";"Cirrhosis";2007;1103
"YLLs";"Total";"HCC";2007;895
"YLLs";"Total";"Transplant";2007;120
"YLLs";"Total";"HCV related";2007;1834
"YLLs";"Total";"Not related to HCV";2007;12837
"YLDs";"Total";"HCV+ acute";2007;99
"YLDs";"Total";"HCV+ chronic";2007;2072
"YLDs";"Total";"Cirrhosis";2007;405
"YLDs";"Total";"HCC";2007;27
"YLDs";"Total";"Transplant";2007;10
"YLDs";"Total";"Total";2007;2557
"DALYs";"Total";"HCV+ acute";2007;99
"DALYs";"Total";"HCV+ chronic";2007;2072
"DALYs";"Total";"Cirrhosis";2007;1480
"DALYs";"Total";"HCC";2007;916
"DALYs";"Total";"Transplant";2007;125
"DALYs";"Total";"HCV related";2007;4277
"OVERLAPPING PREVALENCE";"Total";"Alive";2008;21854
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";2008;9222
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";2008;8535
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";2008;725
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";2008;7973
"DISCRETE PREVALENCE";"Total";"Cirrhosis";2008;1356
"DISCRETE PREVALENCE";"Total";"HCC";2008;42
"DISCRETE PREVALENCE";"Total";"Transplant";2008;20
"INCIDENCE";"Total";"HCV+ acute";2008;552
"INCIDENCE";"Total";"HCV+ chronic";2008;291
"INCIDENCE";"Total";"Cirrhosis";2008;124
"INCIDENCE";"Total";"HCC";2008;29
"INCIDENCE";"Total";"Transplant";2008;20
"YEARLY MORTALITY";"Total";"Cirrhosis";2008;29
"YEARLY MORTALITY";"Total";"HCC";2008;24
"YEARLY MORTALITY";"Total";"Transplant";2008;3
"YEARLY MORTALITY";"Total";"HCV related";2008;49
"YEARLY MORTALITY";"Total";"Not related to HCV";2008;280
"CUMULATIVE MORTALITY";"Total";"HCV related";2008;574
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";2008;5362
"YLLs";"Total";"Cirrhosis";2008;1103
"YLLs";"Total";"HCC";2008;905
"YLLs";"Total";"Transplant";2008;123
"YLLs";"Total";"HCV related";2008;1836
"YLLs";"Total";"Not related to HCV";2008;12523
"YLDs";"Total";"HCV+ acute";2008;140
"YLDs";"Total";"HCV+ chronic";2008;2025
"YLDs";"Total";"Cirrhosis";2008;419
"YLDs";"Total";"HCC";2008;27
"YLDs";"Total";"Transplant";2008;13
"YLDs";"Total";"Total";2008;2566
"DALYs";"Total";"HCV+ acute";2008;140
"DALYs";"Total";"HCV+ chronic";2008;2025
"DALYs";"Total";"Cirrhosis";2008;1493
"DALYs";"Total";"HCC";2008;929
"DALYs";"Total";"Transplant";2008;130
"DALYs";"Total";"HCV related";2008;4280
"OVERLAPPING PREVALENCE";"Total";"Alive";2009;22108
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";2009;9215
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";2009;8550
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";2009;745
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";2009;7900
"DISCRETE PREVALENCE";"Total";"Cirrhosis";2009;1405
"DISCRETE PREVALENCE";"Total";"HCC";2009;43
"DISCRETE PREVALENCE";"Total";"Transplant";2009;19
"INCIDENCE";"Total";"HCV+ acute";2009;601
"INCIDENCE";"Total";"HCV+ chronic";2009;417
"INCIDENCE";"Total";"Cirrhosis";2009;121
"INCIDENCE";"Total";"HCC";2009;30
"INCIDENCE";"Total";"Transplant";2009;19
"YEARLY MORTALITY";"Total";"Cirrhosis";2009;28
"YEARLY MORTALITY";"Total";"HCC";2009;24
"YEARLY MORTALITY";"Total";"Transplant";2009;4
"YEARLY MORTALITY";"Total";"HCV related";2009;50
"YEARLY MORTALITY";"Total";"Not related to HCV";2009;282
"CUMULATIVE MORTALITY";"Total";"HCV related";2009;614
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";2009;5620
"YLLs";"Total";"Cirrhosis";2009;1075
"YLLs";"Total";"HCC";2009;897
"YLLs";"Total";"Transplant";2009;155
"YLLs";"Total";"HCV related";2009;1824
"YLLs";"Total";"Not related to HCV";2009;12330
"YLDs";"Total";"HCV+ acute";2009;153
"YLDs";"Total";"HCV+ chronic";2009;2007
"YLDs";"Total";"Cirrhosis";2009;433
"YLDs";"Total";"HCC";2009;27
"YLDs";"Total";"Transplant";2009;12
"YLDs";"Total";"Total";2009;2576
"DALYs";"Total";"HCV+ acute";2009;153
"DALYs";"Total";"HCV+ chronic";2009;2007
"DALYs";"Total";"Cirrhosis";2009;1454
"DALYs";"Total";"HCC";2009;916
"DALYs";"Total";"Transplant";2009;163
"DALYs";"Total";"HCV related";2009;4286
"OVERLAPPING PREVALENCE";"Total";"Alive";2010;22296
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";2010;9175
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";2010;8466
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";2010;778
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";2010;7859
"DISCRETE PREVALENCE";"Total";"Cirrhosis";2010;1448
"DISCRETE PREVALENCE";"Total";"HCC";2010;45
"DISCRETE PREVALENCE";"Total";"Transplant";2010;22
"INCIDENCE";"Total";"HCV+ acute";2010;568
"INCIDENCE";"Total";"HCV+ chronic";2010;453
"INCIDENCE";"Total";"Cirrhosis";2010;118
"INCIDENCE";"Total";"HCC";2010;32
"INCIDENCE";"Total";"Transplant";2010;22
"YEARLY MORTALITY";"Total";"Cirrhosis";2010;29
"YEARLY MORTALITY";"Total";"HCC";2010;26
"YEARLY MORTALITY";"Total";"Transplant";2010;4
"YEARLY MORTALITY";"Total";"HCV related";2010;51
"YEARLY MORTALITY";"Total";"Not related to HCV";2010;284
"CUMULATIVE MORTALITY";"Total";"HCV related";2010;656
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";2010;5870
"YLLs";"Total";"Cirrhosis";2010;1086
"YLLs";"Total";"HCC";2010;916
"YLLs";"Total";"Transplant";2010;138
"YLLs";"Total";"HCV related";2010;1863
"YLLs";"Total";"Not related to HCV";2010;12123
"YLDs";"Total";"HCV+ acute";2010;144
"YLDs";"Total";"HCV+ chronic";2010;1996
"YLDs";"Total";"Cirrhosis";2010;443
"YLDs";"Total";"HCC";2010;28
"YLDs";"Total";"Transplant";2010;14
"YLDs";"Total";"Total";2010;2570
"DALYs";"Total";"HCV+ acute";2010;144
"DALYs";"Total";"HCV+ chronic";2010;1996
"DALYs";"Total";"Cirrhosis";2010;1487
"DALYs";"Total";"HCC";2010;941
"DALYs";"Total";"Transplant";2010;148
"DALYs";"Total";"HCV related";2010;4306
"OVERLAPPING PREVALENCE";"Total";"Alive";2011;22469
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";2011;9009
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";2011;8262
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";2011;812
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";2011;7795
"DISCRETE PREVALENCE";"Total";"Cirrhosis";2011;1495
"DISCRETE PREVALENCE";"Total";"HCC";2011;46
"DISCRETE PREVALENCE";"Total";"Transplant";2011;23
"INCIDENCE";"Total";"HCV+ acute";2011;462
"INCIDENCE";"Total";"HCV+ chronic";2011;428
"INCIDENCE";"Total";"Cirrhosis";2011;118
"INCIDENCE";"Total";"HCC";2011;32
"INCIDENCE";"Total";"Transplant";2011;23
"YEARLY MORTALITY";"Total";"Cirrhosis";2011;29
"YEARLY MORTALITY";"Total";"HCC";2011;26
"YEARLY MORTALITY";"Total";"Transplant";2011;5
"YEARLY MORTALITY";"Total";"HCV related";2011;52
"YEARLY MORTALITY";"Total";"Not related to HCV";2011;282
"CUMULATIVE MORTALITY";"Total";"HCV related";2011;694
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";2011;6132
"YLLs";"Total";"Cirrhosis";2011;1077
"YLLs";"Total";"HCC";2011;943
"YLLs";"Total";"Transplant";2011;150
"YLLs";"Total";"HCV related";2011;1856
"YLLs";"Total";"Not related to HCV";2011;11894
"YLDs";"Total";"HCV+ acute";2011;117
"YLDs";"Total";"HCV+ chronic";2011;1980
"YLDs";"Total";"Cirrhosis";2011;453
"YLDs";"Total";"HCC";2011;29
"YLDs";"Total";"Transplant";2011;15
"YLDs";"Total";"Total";2011;2545
"DALYs";"Total";"HCV+ acute";2011;117
"DALYs";"Total";"HCV+ chronic";2011;1980
"DALYs";"Total";"Cirrhosis";2011;1505
"DALYs";"Total";"HCC";2011;969
"DALYs";"Total";"Transplant";2011;163
"DALYs";"Total";"HCV related";2011;4263
"OVERLAPPING PREVALENCE";"Total";"Alive";2012;22597
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";2012;8862
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";2012;8097
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";2012;844
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";2012;7655
"DISCRETE PREVALENCE";"Total";"Cirrhosis";2012;1539
"DISCRETE PREVALENCE";"Total";"HCC";2012;47
"DISCRETE PREVALENCE";"Total";"Transplant";2012;27
"INCIDENCE";"Total";"HCV+ acute";2012;463
"INCIDENCE";"Total";"HCV+ chronic";2012;349
"INCIDENCE";"Total";"Cirrhosis";2012;118
"INCIDENCE";"Total";"HCC";2012;33
"INCIDENCE";"Total";"Transplant";2012;27
"YEARLY MORTALITY";"Total";"Cirrhosis";2012;29
"YEARLY MORTALITY";"Total";"HCC";2012;27
"YEARLY MORTALITY";"Total";"Transplant";2012;5
"YEARLY MORTALITY";"Total";"HCV related";2012;53
"YEARLY MORTALITY";"Total";"Not related to HCV";2012;281
"CUMULATIVE MORTALITY";"Total";"HCV related";2012;738
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";2012;6392
"YLLs";"Total";"Cirrhosis";2012;1056
"YLLs";"Total";"HCC";2012;932
"YLLs";"Total";"Transplant";2012;169
"YLLs";"Total";"HCV related";2012;1844
"YLLs";"Total";"Not related to HCV";2012;11649
"YLDs";"Total";"HCV+ acute";2012;118
"YLDs";"Total";"HCV+ chronic";2012;1944
"YLDs";"Total";"Cirrhosis";2012;466
"YLDs";"Total";"HCC";2012;30
"YLDs";"Total";"Transplant";2012;17
"YLDs";"Total";"Total";2012;2505
"DALYs";"Total";"HCV+ acute";2012;118
"DALYs";"Total";"HCV+ chronic";2012;1944
"DALYs";"Total";"Cirrhosis";2012;1484
"DALYs";"Total";"HCC";2012;957
"DALYs";"Total";"Transplant";2012;185
"DALYs";"Total";"HCV related";2012;4236
"OVERLAPPING PREVALENCE";"Total";"Alive";2013;22739
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";2013;8716
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";2013;7926
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";2013;866
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";2013;7500
"DISCRETE PREVALENCE";"Total";"Cirrhosis";2013;1580
"DISCRETE PREVALENCE";"Total";"HCC";2013;48
"DISCRETE PREVALENCE";"Total";"Transplant";2013;29
"INCIDENCE";"Total";"HCV+ acute";2013;443
"INCIDENCE";"Total";"HCV+ chronic";2013;346
"INCIDENCE";"Total";"Cirrhosis";2013;114
"INCIDENCE";"Total";"HCC";2013;34
"INCIDENCE";"Total";"Transplant";2013;29
"YEARLY MORTALITY";"Total";"Cirrhosis";2013;30
"YEARLY MORTALITY";"Total";"HCC";2013;28
"YEARLY MORTALITY";"Total";"Transplant";2013;5
"YEARLY MORTALITY";"Total";"HCV related";2013;54
"YEARLY MORTALITY";"Total";"Not related to HCV";2013;283
"CUMULATIVE MORTALITY";"Total";"HCV related";2013;782
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";2013;6649
"YLLs";"Total";"Cirrhosis";2013;1053
"YLLs";"Total";"HCC";2013;942
"YLLs";"Total";"Transplant";2013;183
"YLLs";"Total";"HCV related";2013;1855
"YLLs";"Total";"Not related to HCV";2013;11422
"YLDs";"Total";"HCV+ acute";2013;113
"YLDs";"Total";"HCV+ chronic";2013;1905
"YLDs";"Total";"Cirrhosis";2013;475
"YLDs";"Total";"HCC";2013;30
"YLDs";"Total";"Transplant";2013;18
"YLDs";"Total";"Total";2013;2477
"DALYs";"Total";"HCV+ acute";2013;113
"DALYs";"Total";"HCV+ chronic";2013;1905
"DALYs";"Total";"Cirrhosis";2013;1501
"DALYs";"Total";"HCC";2013;965
"DALYs";"Total";"Transplant";2013;194
"DALYs";"Total";"HCV related";2013;4220
"OVERLAPPING PREVALENCE";"Total";"Alive";2014;22841
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";2014;8564
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";2014;7760
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";2014;885
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";2014;7357
"DISCRETE PREVALENCE";"Total";"Cirrhosis";2014;1611
"DISCRETE PREVALENCE";"Total";"HCC";2014;47
"DISCRETE PREVALENCE";"Total";"Transplant";2014;32
"INCIDENCE";"Total";"HCV+ acute";2014;438
"INCIDENCE";"Total";"HCV+ chronic";2014;338
"INCIDENCE";"Total";"Cirrhosis";2014;111
"INCIDENCE";"Total";"HCC";2014;34
"INCIDENCE";"Total";"Transplant";2014;32
"YEARLY MORTALITY";"Total";"Cirrhosis";2014;30
"YEARLY MORTALITY";"Total";"HCC";2014;28
"YEARLY MORTALITY";"Total";"Transplant";2014;6
"YEARLY MORTALITY";"Total";"HCV related";2014;54
"YEARLY MORTALITY";"Total";"Not related to HCV";2014;285
"CUMULATIVE MORTALITY";"Total";"HCV related";2014;829
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";2014;6914
"YLLs";"Total";"Cirrhosis";2014;1047
"YLLs";"Total";"HCC";2014;936
"YLLs";"Total";"Transplant";2014;194
"YLLs";"Total";"HCV related";2014;1807
"YLLs";"Total";"Not related to HCV";2014;11265
"YLDs";"Total";"HCV+ acute";2014;111
"YLDs";"Total";"HCV+ chronic";2014;1869
"YLDs";"Total";"Cirrhosis";2014;482
"YLDs";"Total";"HCC";2014;30
"YLDs";"Total";"Transplant";2014;20
"YLDs";"Total";"Total";2014;2448
"DALYs";"Total";"HCV+ acute";2014;111
"DALYs";"Total";"HCV+ chronic";2014;1869
"DALYs";"Total";"Cirrhosis";2014;1486
"DALYs";"Total";"HCC";2014;959
"DALYs";"Total";"Transplant";2014;207
"DALYs";"Total";"HCV related";2014;4158
"OVERLAPPING PREVALENCE";"Total";"Alive";2015;22934
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";2015;8421
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";2015;7585
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";2015;900
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";2015;7191
"DISCRETE PREVALENCE";"Total";"Cirrhosis";2015;1642
"DISCRETE PREVALENCE";"Total";"HCC";2015;47
"DISCRETE PREVALENCE";"Total";"Transplant";2015;34
"INCIDENCE";"Total";"HCV+ acute";2015;428
"INCIDENCE";"Total";"HCV+ chronic";2015;331
"INCIDENCE";"Total";"Cirrhosis";2015;110
"INCIDENCE";"Total";"HCC";2015;35
"INCIDENCE";"Total";"Transplant";2015;34
"YEARLY MORTALITY";"Total";"Cirrhosis";2015;31
"YEARLY MORTALITY";"Total";"HCC";2015;28
"YEARLY MORTALITY";"Total";"Transplant";2015;6
"YEARLY MORTALITY";"Total";"HCV related";2015;55
"YEARLY MORTALITY";"Total";"Not related to HCV";2015;288
"CUMULATIVE MORTALITY";"Total";"HCV related";2015;872
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";2015;7174
"YLLs";"Total";"Cirrhosis";2015;1030
"YLLs";"Total";"HCC";2015;901
"YLLs";"Total";"Transplant";2015;178
"YLLs";"Total";"HCV related";2015;1804
"YLLs";"Total";"Not related to HCV";2015;11126
"YLDs";"Total";"HCV+ acute";2015;109
"YLDs";"Total";"HCV+ chronic";2015;1827
"YLDs";"Total";"Cirrhosis";2015;489
"YLDs";"Total";"HCC";2015;30
"YLDs";"Total";"Transplant";2015;22
"YLDs";"Total";"Total";2015;2414
"DALYs";"Total";"HCV+ acute";2015;109
"DALYs";"Total";"HCV+ chronic";2015;1827
"DALYs";"Total";"Cirrhosis";2015;1465
"DALYs";"Total";"HCC";2015;929
"DALYs";"Total";"Transplant";2015;194
"DALYs";"Total";"HCV related";2015;4088
"OVERLAPPING PREVALENCE";"Total";"Alive";2016;23077
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";2016;8255
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";2016;7423
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";2016;924
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";2016;7031
"DISCRETE PREVALENCE";"Total";"Cirrhosis";2016;1671
"DISCRETE PREVALENCE";"Total";"HCC";2016;46
"DISCRETE PREVALENCE";"Total";"Transplant";2016;33
"INCIDENCE";"Total";"HCV+ acute";2016;422
"INCIDENCE";"Total";"HCV+ chronic";2016;324
"INCIDENCE";"Total";"Cirrhosis";2016;107
"INCIDENCE";"Total";"HCC";2016;34
"INCIDENCE";"Total";"Transplant";2016;33
"YEARLY MORTALITY";"Total";"Cirrhosis";2016;30
"YEARLY MORTALITY";"Total";"HCC";2016;28
"YEARLY MORTALITY";"Total";"Transplant";2016;6
"YEARLY MORTALITY";"Total";"HCV related";2016;55
"YEARLY MORTALITY";"Total";"Not related to HCV";2016;292
"CUMULATIVE MORTALITY";"Total";"HCV related";2016;914
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";2016;7439
"YLLs";"Total";"Cirrhosis";2016;983
"YLLs";"Total";"HCC";2016;890
"YLLs";"Total";"Transplant";2016;193
"YLLs";"Total";"HCV related";2016;1749
"YLLs";"Total";"Not related to HCV";2016;11024
"YLDs";"Total";"HCV+ acute";2016;107
"YLDs";"Total";"HCV+ chronic";2016;1786
"YLDs";"Total";"Cirrhosis";2016;497
"YLDs";"Total";"HCC";2016;29
"YLDs";"Total";"Transplant";2016;21
"YLDs";"Total";"Total";2016;2379
"DALYs";"Total";"HCV+ acute";2016;107
"DALYs";"Total";"HCV+ chronic";2016;1786
"DALYs";"Total";"Cirrhosis";2016;1439
"DALYs";"Total";"HCC";2016;910
"DALYs";"Total";"Transplant";2016;207
"DALYs";"Total";"HCV related";2016;4019
"OVERLAPPING PREVALENCE";"Total";"Alive";2017;23235
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";2017;8085
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";2017;7250
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";2017;944
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";2017;6884
"DISCRETE PREVALENCE";"Total";"Cirrhosis";2017;1689
"DISCRETE PREVALENCE";"Total";"HCC";2017;47
"DISCRETE PREVALENCE";"Total";"Transplant";2017;35
"INCIDENCE";"Total";"HCV+ acute";2017;420
"INCIDENCE";"Total";"HCV+ chronic";2017;319
"INCIDENCE";"Total";"Cirrhosis";2017;106
"INCIDENCE";"Total";"HCC";2017;36
"INCIDENCE";"Total";"Transplant";2017;35
"YEARLY MORTALITY";"Total";"Cirrhosis";2017;30
"YEARLY MORTALITY";"Total";"HCC";2017;28
"YEARLY MORTALITY";"Total";"Transplant";2017;6
"YEARLY MORTALITY";"Total";"HCV related";2017;54
"YEARLY MORTALITY";"Total";"Not related to HCV";2017;294
"CUMULATIVE MORTALITY";"Total";"HCV related";2017;961
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";2017;7703
"YLLs";"Total";"Cirrhosis";2017;979
"YLLs";"Total";"HCC";2017;853
"YLLs";"Total";"Transplant";2017;180
"YLLs";"Total";"HCV related";2017;1691
"YLLs";"Total";"Not related to HCV";2017;10936
"YLDs";"Total";"HCV+ acute";2017;107
"YLDs";"Total";"HCV+ chronic";2017;1749
"YLDs";"Total";"Cirrhosis";2017;505
"YLDs";"Total";"HCC";2017;30
"YLDs";"Total";"Transplant";2017;22
"YLDs";"Total";"Total";2017;2344
"DALYs";"Total";"HCV+ acute";2017;107
"DALYs";"Total";"HCV+ chronic";2017;1749
"DALYs";"Total";"Cirrhosis";2017;1436
"DALYs";"Total";"HCC";2017;876
"DALYs";"Total";"Transplant";2017;204
"DALYs";"Total";"HCV related";2017;3902
"OVERLAPPING PREVALENCE";"Total";"Alive";2018;23332
"OVERLAPPING PREVALENCE";"Total";"HCV+ (incl. treatment)";2018;7927
"OVERLAPPING PREVALENCE";"Total";"HCV+ (excl. treatment)";2018;7092
"OVERLAPPING PREVALENCE";"Total";"HCV treatment (excl. transplant)";2018;955
"DISCRETE PREVALENCE";"Total";"HCV+ chronic";2018;6739
"DISCRETE PREVALENCE";"Total";"Cirrhosis";2018;1715
"DISCRETE PREVALENCE";"Total";"HCC";2018;47
"DISCRETE PREVALENCE";"Total";"Transplant";2018;35
"INCIDENCE";"Total";"HCV+ acute";2018;411
"INCIDENCE";"Total";"HCV+ chronic";2018;317
"INCIDENCE";"Total";"Cirrhosis";2018;103
"INCIDENCE";"Total";"HCC";2018;35
"INCIDENCE";"Total";"Transplant";2018;35
"YEARLY MORTALITY";"Total";"Cirrhosis";2018;30
"YEARLY MORTALITY";"Total";"HCC";2018;28
"YEARLY MORTALITY";"Total";"Transplant";2018;7
"YEARLY MORTALITY";"Total";"HCV related";2018;55
"YEARLY MORTALITY";"Total";"Not related to HCV";2018;301
"CUMULATIVE MORTALITY";"Total";"HCV related";2018;1011
"CUMULATIVE MORTALITY";"Total";"Not related to HCV";2018;7984
"YLLs";"Total";"Cirrhosis";2018;950
"YLLs";"Total";"HCC";2018;836
"YLLs";"Total";"Transplant";2018;209
"YLLs";"Total";"HCV related";2018;1697
"YLLs";"Total";"Not related to HCV";2018;10843
"YLDs";"Total";"HCV+ acute";2018;104
"YLDs";"Total";"HCV+ chronic";2018;1712
"YLDs";"Total";"Cirrhosis";2018;508
"YLDs";"Total";"HCC";2018;30
"YLDs";"Total";"Transplant";2018;22
"YLDs";"Total";"Total";2018;2306
"DALYs";"Total";"HCV+ acute";2018;104
"DALYs";"Total";"HCV+ chronic";2018;1712
"DALYs";"Total";"Cirrhosis";2018;1416
"DALYs";"Total";"HCC";2018;856
