"type";"variable";"prettyName";"year";"value"
"DALYs";"PWID";"HCV related";1989;877
"OVERLAPPING PREVALENCE";"PWID";"Alive";1990;4984
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (incl. treatment)";1990;2760
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (excl. treatment)";1990;2657
"OVERLAPPING PREVALENCE";"PWID";"HCV treatment (excl. transplant)";1990;104
"DISCRETE PREVALENCE";"PWID";"HCV+ chronic";1990;2019
"DISCRETE PREVALENCE";"PWID";"Cirrhosis";1990;147
"DISCRETE PREVALENCE";"PWID";"HCC";1990;4
"DISCRETE PREVALENCE";"PWID";"Transplant";1990;0
"INCIDENCE";"PWID";"HCV+ acute";1990;627
"INCIDENCE";"PWID";"HCV+ chronic";1990;290
"INCIDENCE";"PWID";"Cirrhosis";1990;25
"INCIDENCE";"PWID";"HCC";1990;2
"INCIDENCE";"PWID";"Transplant";1990;0
"YEARLY MORTALITY";"PWID";"Cirrhosis";1990;3
"YEARLY MORTALITY";"PWID";"HCC";1990;2
"YEARLY MORTALITY";"PWID";"Transplant";1990;0
"YEARLY MORTALITY";"PWID";"HCV related";1990;5
"YEARLY MORTALITY";"PWID";"Not related to HCV";1990;126
"CUMULATIVE MORTALITY";"PWID";"HCV related";1990;32
"CUMULATIVE MORTALITY";"PWID";"Not related to HCV";1990;1316
"YLLs";"PWID";"Cirrhosis";1990;142
"YLLs";"PWID";"HCC";1990;84
"YLLs";"PWID";"Transplant";1990;0
"YLLs";"PWID";"HCV related";1990;226
"YLLs";"PWID";"Not related to HCV";1990;6748
"YLDs";"PWID";"HCV+ acute";1990;159
"YLDs";"PWID";"HCV+ chronic";1990;513
"YLDs";"PWID";"Cirrhosis";1990;51
"YLDs";"PWID";"HCC";1990;2
"YLDs";"PWID";"Transplant";1990;0
"YLDs";"PWID";"Total";1990;725
"DALYs";"PWID";"HCV+ acute";1990;159
"DALYs";"PWID";"HCV+ chronic";1990;513
"DALYs";"PWID";"Cirrhosis";1990;193
"DALYs";"PWID";"HCC";1990;86
"DALYs";"PWID";"Transplant";1990;0
"DALYs";"PWID";"HCV related";1990;951
"OVERLAPPING PREVALENCE";"PWID";"Alive";1991;5278
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (incl. treatment)";1991;2949
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (excl. treatment)";1991;2841
"OVERLAPPING PREVALENCE";"PWID";"HCV treatment (excl. transplant)";1991;108
"DISCRETE PREVALENCE";"PWID";"HCV+ chronic";1991;2165
"DISCRETE PREVALENCE";"PWID";"Cirrhosis";1991;159
"DISCRETE PREVALENCE";"PWID";"HCC";1991;4
"DISCRETE PREVALENCE";"PWID";"Transplant";1991;0
"INCIDENCE";"PWID";"HCV+ acute";1991;661
"INCIDENCE";"PWID";"HCV+ chronic";1991;396
"INCIDENCE";"PWID";"Cirrhosis";1991;26
"INCIDENCE";"PWID";"HCC";1991;2
"INCIDENCE";"PWID";"Transplant";1991;0
"YEARLY MORTALITY";"PWID";"Cirrhosis";1991;3
"YEARLY MORTALITY";"PWID";"HCC";1991;2
"YEARLY MORTALITY";"PWID";"Transplant";1991;0
"YEARLY MORTALITY";"PWID";"HCV related";1991;5
"YEARLY MORTALITY";"PWID";"Not related to HCV";1991;134
"CUMULATIVE MORTALITY";"PWID";"HCV related";1991;37
"CUMULATIVE MORTALITY";"PWID";"Not related to HCV";1991;1450
"YLLs";"PWID";"Cirrhosis";1991;153
"YLLs";"PWID";"HCC";1991;92
"YLLs";"PWID";"Transplant";1991;0
"YLLs";"PWID";"HCV related";1991;245
"YLLs";"PWID";"Not related to HCV";1991;7099
"YLDs";"PWID";"HCV+ acute";1991;168
"YLDs";"PWID";"HCV+ chronic";1991;550
"YLDs";"PWID";"Cirrhosis";1991;55
"YLDs";"PWID";"HCC";1991;2
"YLDs";"PWID";"Transplant";1991;0
"YLDs";"PWID";"Total";1991;775
"DALYs";"PWID";"HCV+ acute";1991;168
"DALYs";"PWID";"HCV+ chronic";1991;550
"DALYs";"PWID";"Cirrhosis";1991;208
"DALYs";"PWID";"HCC";1991;94
"DALYs";"PWID";"Transplant";1991;0
"DALYs";"PWID";"HCV related";1991;1020
"OVERLAPPING PREVALENCE";"PWID";"Alive";1992;5567
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (incl. treatment)";1992;3231
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (excl. treatment)";1992;3115
"OVERLAPPING PREVALENCE";"PWID";"HCV treatment (excl. transplant)";1992;116
"DISCRETE PREVALENCE";"PWID";"HCV+ chronic";1992;2315
"DISCRETE PREVALENCE";"PWID";"Cirrhosis";1992;172
"DISCRETE PREVALENCE";"PWID";"HCC";1992;4
"DISCRETE PREVALENCE";"PWID";"Transplant";1992;0
"INCIDENCE";"PWID";"HCV+ acute";1992;782
"INCIDENCE";"PWID";"HCV+ chronic";1992;417
"INCIDENCE";"PWID";"Cirrhosis";1992;28
"INCIDENCE";"PWID";"HCC";1992;3
"INCIDENCE";"PWID";"Transplant";1992;0
"YEARLY MORTALITY";"PWID";"Cirrhosis";1992;3
"YEARLY MORTALITY";"PWID";"HCC";1992;2
"YEARLY MORTALITY";"PWID";"Transplant";1992;0
"YEARLY MORTALITY";"PWID";"HCV related";1992;6
"YEARLY MORTALITY";"PWID";"Not related to HCV";1992;141
"CUMULATIVE MORTALITY";"PWID";"HCV related";1992;43
"CUMULATIVE MORTALITY";"PWID";"Not related to HCV";1992;1591
"YLLs";"PWID";"Cirrhosis";1992;163
"YLLs";"PWID";"HCC";1992;100
"YLLs";"PWID";"Transplant";1992;0
"YLLs";"PWID";"HCV related";1992;263
"YLLs";"PWID";"Not related to HCV";1992;7417
"YLDs";"PWID";"HCV+ acute";1992;199
"YLDs";"PWID";"HCV+ chronic";1992;588
"YLDs";"PWID";"Cirrhosis";1992;60
"YLDs";"PWID";"HCC";1992;3
"YLDs";"PWID";"Transplant";1992;0
"YLDs";"PWID";"Total";1992;849
"DALYs";"PWID";"HCV+ acute";1992;199
"DALYs";"PWID";"HCV+ chronic";1992;588
"DALYs";"PWID";"Cirrhosis";1992;223
"DALYs";"PWID";"HCC";1992;103
"DALYs";"PWID";"Transplant";1992;0
"DALYs";"PWID";"HCV related";1992;1112
"OVERLAPPING PREVALENCE";"PWID";"Alive";1993;5838
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (incl. treatment)";1993;3323
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (excl. treatment)";1993;3199
"OVERLAPPING PREVALENCE";"PWID";"HCV treatment (excl. transplant)";1993;124
"DISCRETE PREVALENCE";"PWID";"HCV+ chronic";1993;2521
"DISCRETE PREVALENCE";"PWID";"Cirrhosis";1993;186
"DISCRETE PREVALENCE";"PWID";"HCC";1993;5
"DISCRETE PREVALENCE";"PWID";"Transplant";1993;0
"INCIDENCE";"PWID";"HCV+ acute";1993;658
"INCIDENCE";"PWID";"HCV+ chronic";1993;494
"INCIDENCE";"PWID";"Cirrhosis";1993;29
"INCIDENCE";"PWID";"HCC";1993;3
"INCIDENCE";"PWID";"Transplant";1993;0
"YEARLY MORTALITY";"PWID";"Cirrhosis";1993;4
"YEARLY MORTALITY";"PWID";"HCC";1993;2
"YEARLY MORTALITY";"PWID";"Transplant";1993;0
"YEARLY MORTALITY";"PWID";"HCV related";1993;6
"YEARLY MORTALITY";"PWID";"Not related to HCV";1993;148
"CUMULATIVE MORTALITY";"PWID";"HCV related";1993;49
"CUMULATIVE MORTALITY";"PWID";"Not related to HCV";1993;1739
"YLLs";"PWID";"Cirrhosis";1993;175
"YLLs";"PWID";"HCC";1993;108
"YLLs";"PWID";"Transplant";1993;0
"YLLs";"PWID";"HCV related";1993;283
"YLLs";"PWID";"Not related to HCV";1993;7755
"YLDs";"PWID";"HCV+ acute";1993;167
"YLDs";"PWID";"HCV+ chronic";1993;640
"YLDs";"PWID";"Cirrhosis";1993;65
"YLDs";"PWID";"HCC";1993;3
"YLDs";"PWID";"Transplant";1993;0
"YLDs";"PWID";"Total";1993;875
"DALYs";"PWID";"HCV+ acute";1993;167
"DALYs";"PWID";"HCV+ chronic";1993;640
"DALYs";"PWID";"Cirrhosis";1993;240
"DALYs";"PWID";"HCC";1993;111
"DALYs";"PWID";"Transplant";1993;0
"DALYs";"PWID";"HCV related";1993;1158
"OVERLAPPING PREVALENCE";"PWID";"Alive";1994;6133
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (incl. treatment)";1994;3564
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (excl. treatment)";1994;3429
"OVERLAPPING PREVALENCE";"PWID";"HCV treatment (excl. transplant)";1994;135
"DISCRETE PREVALENCE";"PWID";"HCV+ chronic";1994;2622
"DISCRETE PREVALENCE";"PWID";"Cirrhosis";1994;202
"DISCRETE PREVALENCE";"PWID";"HCC";1994;5
"DISCRETE PREVALENCE";"PWID";"Transplant";1994;0
"INCIDENCE";"PWID";"HCV+ acute";1994;786
"INCIDENCE";"PWID";"HCV+ chronic";1994;415
"INCIDENCE";"PWID";"Cirrhosis";1994;32
"INCIDENCE";"PWID";"HCC";1994;3
"INCIDENCE";"PWID";"Transplant";1994;0
"YEARLY MORTALITY";"PWID";"Cirrhosis";1994;4
"YEARLY MORTALITY";"PWID";"HCC";1994;3
"YEARLY MORTALITY";"PWID";"Transplant";1994;0
"YEARLY MORTALITY";"PWID";"HCV related";1994;7
"YEARLY MORTALITY";"PWID";"Not related to HCV";1994;155
"CUMULATIVE MORTALITY";"PWID";"HCV related";1994;56
"CUMULATIVE MORTALITY";"PWID";"Not related to HCV";1994;1895
"YLLs";"PWID";"Cirrhosis";1994;186
"YLLs";"PWID";"HCC";1994;116
"YLLs";"PWID";"Transplant";1994;0
"YLLs";"PWID";"HCV related";1994;302
"YLLs";"PWID";"Not related to HCV";1994;8069
"YLDs";"PWID";"HCV+ acute";1994;200
"YLDs";"PWID";"HCV+ chronic";1994;666
"YLDs";"PWID";"Cirrhosis";1994;70
"YLDs";"PWID";"HCC";1994;3
"YLDs";"PWID";"Transplant";1994;0
"YLDs";"PWID";"Total";1994;939
"DALYs";"PWID";"HCV+ acute";1994;200
"DALYs";"PWID";"HCV+ chronic";1994;666
"DALYs";"PWID";"Cirrhosis";1994;256
"DALYs";"PWID";"HCC";1994;119
"DALYs";"PWID";"Transplant";1994;0
"DALYs";"PWID";"HCV related";1994;1241
"OVERLAPPING PREVALENCE";"PWID";"Alive";1995;6535
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (incl. treatment)";1995;3755
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (excl. treatment)";1995;3613
"OVERLAPPING PREVALENCE";"PWID";"HCV treatment (excl. transplant)";1995;142
"DISCRETE PREVALENCE";"PWID";"HCV+ chronic";1995;2792
"DISCRETE PREVALENCE";"PWID";"Cirrhosis";1995;218
"DISCRETE PREVALENCE";"PWID";"HCC";1995;5
"DISCRETE PREVALENCE";"PWID";"Transplant";1995;0
"INCIDENCE";"PWID";"HCV+ acute";1995;795
"INCIDENCE";"PWID";"HCV+ chronic";1995;496
"INCIDENCE";"PWID";"Cirrhosis";1995;33
"INCIDENCE";"PWID";"HCC";1995;3
"INCIDENCE";"PWID";"Transplant";1995;0
"YEARLY MORTALITY";"PWID";"Cirrhosis";1995;4
"YEARLY MORTALITY";"PWID";"HCC";1995;3
"YEARLY MORTALITY";"PWID";"Transplant";1995;0
"YEARLY MORTALITY";"PWID";"HCV related";1995;7
"YEARLY MORTALITY";"PWID";"Not related to HCV";1995;166
"CUMULATIVE MORTALITY";"PWID";"HCV related";1995;63
"CUMULATIVE MORTALITY";"PWID";"Not related to HCV";1995;2061
"YLLs";"PWID";"Cirrhosis";1995;200
"YLLs";"PWID";"HCC";1995;124
"YLLs";"PWID";"Transplant";1995;0
"YLLs";"PWID";"HCV related";1995;324
"YLLs";"PWID";"Not related to HCV";1995;8575
"YLDs";"PWID";"HCV+ acute";1995;202
"YLDs";"PWID";"HCV+ chronic";1995;709
"YLDs";"PWID";"Cirrhosis";1995;76
"YLDs";"PWID";"HCC";1995;3
"YLDs";"PWID";"Transplant";1995;0
"YLDs";"PWID";"Total";1995;990
"DALYs";"PWID";"HCV+ acute";1995;202
"DALYs";"PWID";"HCV+ chronic";1995;709
"DALYs";"PWID";"Cirrhosis";1995;276
"DALYs";"PWID";"HCC";1995;127
"DALYs";"PWID";"Transplant";1995;0
"DALYs";"PWID";"HCV related";1995;1314
"OVERLAPPING PREVALENCE";"PWID";"Alive";1996;6901
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (incl. treatment)";1996;3816
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (excl. treatment)";1996;3665
"OVERLAPPING PREVALENCE";"PWID";"HCV treatment (excl. transplant)";1996;151
"DISCRETE PREVALENCE";"PWID";"HCV+ chronic";1996;2948
"DISCRETE PREVALENCE";"PWID";"Cirrhosis";1996;234
"DISCRETE PREVALENCE";"PWID";"HCC";1996;6
"DISCRETE PREVALENCE";"PWID";"Transplant";1996;0
"INCIDENCE";"PWID";"HCV+ acute";1996;690
"INCIDENCE";"PWID";"HCV+ chronic";1996;502
"INCIDENCE";"PWID";"Cirrhosis";1996;36
"INCIDENCE";"PWID";"HCC";1996;4
"INCIDENCE";"PWID";"Transplant";1996;0
"YEARLY MORTALITY";"PWID";"Cirrhosis";1996;5
"YEARLY MORTALITY";"PWID";"HCC";1996;3
"YEARLY MORTALITY";"PWID";"Transplant";1996;0
"YEARLY MORTALITY";"PWID";"HCV related";1996;8
"YEARLY MORTALITY";"PWID";"Not related to HCV";1996;176
"CUMULATIVE MORTALITY";"PWID";"HCV related";1996;70
"CUMULATIVE MORTALITY";"PWID";"Not related to HCV";1996;2236
"YLLs";"PWID";"Cirrhosis";1996;212
"YLLs";"PWID";"HCC";1996;133
"YLLs";"PWID";"Transplant";1996;0
"YLLs";"PWID";"HCV related";1996;345
"YLLs";"PWID";"Not related to HCV";1996;9038
"YLDs";"PWID";"HCV+ acute";1996;175
"YLDs";"PWID";"HCV+ chronic";1996;749
"YLDs";"PWID";"Cirrhosis";1996;81
"YLDs";"PWID";"HCC";1996;4
"YLDs";"PWID";"Transplant";1996;0
"YLDs";"PWID";"Total";1996;1009
"DALYs";"PWID";"HCV+ acute";1996;175
"DALYs";"PWID";"HCV+ chronic";1996;749
"DALYs";"PWID";"Cirrhosis";1996;293
"DALYs";"PWID";"HCC";1996;137
"DALYs";"PWID";"Transplant";1996;0
"DALYs";"PWID";"HCV related";1996;1354
"OVERLAPPING PREVALENCE";"PWID";"Alive";1997;7415
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (incl. treatment)";1997;4079
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (excl. treatment)";1997;3919
"OVERLAPPING PREVALENCE";"PWID";"HCV treatment (excl. transplant)";1997;160
"DISCRETE PREVALENCE";"PWID";"HCV+ chronic";1997;3018
"DISCRETE PREVALENCE";"PWID";"Cirrhosis";1997;252
"DISCRETE PREVALENCE";"PWID";"HCC";1997;6
"DISCRETE PREVALENCE";"PWID";"Transplant";1997;0
"INCIDENCE";"PWID";"HCV+ acute";1997;870
"INCIDENCE";"PWID";"HCV+ chronic";1997;436
"INCIDENCE";"PWID";"Cirrhosis";1997;38
"INCIDENCE";"PWID";"HCC";1997;4
"INCIDENCE";"PWID";"Transplant";1997;0
"YEARLY MORTALITY";"PWID";"Cirrhosis";1997;5
"YEARLY MORTALITY";"PWID";"HCC";1997;3
"YEARLY MORTALITY";"PWID";"Transplant";1997;0
"YEARLY MORTALITY";"PWID";"HCV related";1997;8
"YEARLY MORTALITY";"PWID";"Not related to HCV";1997;189
"CUMULATIVE MORTALITY";"PWID";"HCV related";1997;79
"CUMULATIVE MORTALITY";"PWID";"Not related to HCV";1997;2425
"YLLs";"PWID";"Cirrhosis";1997;223
"YLLs";"PWID";"HCC";1997;142
"YLLs";"PWID";"Transplant";1997;0
"YLLs";"PWID";"HCV related";1997;365
"YLLs";"PWID";"Not related to HCV";1997;9662
"YLDs";"PWID";"HCV+ acute";1997;221
"YLDs";"PWID";"HCV+ chronic";1997;767
"YLDs";"PWID";"Cirrhosis";1997;87
"YLDs";"PWID";"HCC";1997;4
"YLDs";"PWID";"Transplant";1997;0
"YLDs";"PWID";"Total";1997;1078
"DALYs";"PWID";"HCV+ acute";1997;221
"DALYs";"PWID";"HCV+ chronic";1997;767
"DALYs";"PWID";"Cirrhosis";1997;310
"DALYs";"PWID";"HCC";1997;146
"DALYs";"PWID";"Transplant";1997;0
"DALYs";"PWID";"HCV related";1997;1443
"OVERLAPPING PREVALENCE";"PWID";"Alive";1998;7859
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (incl. treatment)";1998;4208
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (excl. treatment)";1998;4043
"OVERLAPPING PREVALENCE";"PWID";"HCV treatment (excl. transplant)";1998;166
"DISCRETE PREVALENCE";"PWID";"HCV+ chronic";1998;3198
"DISCRETE PREVALENCE";"PWID";"Cirrhosis";1998;268
"DISCRETE PREVALENCE";"PWID";"HCC";1998;7
"DISCRETE PREVALENCE";"PWID";"Transplant";1998;0
"INCIDENCE";"PWID";"HCV+ acute";1998;809
"INCIDENCE";"PWID";"HCV+ chronic";1998;549
"INCIDENCE";"PWID";"Cirrhosis";1998;38
"INCIDENCE";"PWID";"HCC";1998;4
"INCIDENCE";"PWID";"Transplant";1998;0
"YEARLY MORTALITY";"PWID";"Cirrhosis";1998;5
"YEARLY MORTALITY";"PWID";"HCC";1998;4
"YEARLY MORTALITY";"PWID";"Transplant";1998;0
"YEARLY MORTALITY";"PWID";"HCV related";1998;9
"YEARLY MORTALITY";"PWID";"Not related to HCV";1998;200
"CUMULATIVE MORTALITY";"PWID";"HCV related";1998;88
"CUMULATIVE MORTALITY";"PWID";"Not related to HCV";1998;2625
"YLLs";"PWID";"Cirrhosis";1998;237
"YLLs";"PWID";"HCC";1998;151
"YLLs";"PWID";"Transplant";1998;0
"YLLs";"PWID";"HCV related";1998;388
"YLLs";"PWID";"Not related to HCV";1998;10216
"YLDs";"PWID";"HCV+ acute";1998;205
"YLDs";"PWID";"HCV+ chronic";1998;812
"YLDs";"PWID";"Cirrhosis";1998;92
"YLDs";"PWID";"HCC";1998;4
"YLDs";"PWID";"Transplant";1998;0
"YLDs";"PWID";"Total";1998;1114
"DALYs";"PWID";"HCV+ acute";1998;205
"DALYs";"PWID";"HCV+ chronic";1998;812
"DALYs";"PWID";"Cirrhosis";1998;329
"DALYs";"PWID";"HCC";1998;155
"DALYs";"PWID";"Transplant";1998;0
"DALYs";"PWID";"HCV related";1998;1502
"OVERLAPPING PREVALENCE";"PWID";"Alive";1999;8456
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (incl. treatment)";1999;4355
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (excl. treatment)";1999;4180
"OVERLAPPING PREVALENCE";"PWID";"HCV treatment (excl. transplant)";1999;175
"DISCRETE PREVALENCE";"PWID";"HCV+ chronic";1999;3318
"DISCRETE PREVALENCE";"PWID";"Cirrhosis";1999;287
"DISCRETE PREVALENCE";"PWID";"HCC";1999;7
"DISCRETE PREVALENCE";"PWID";"Transplant";1999;0
"INCIDENCE";"PWID";"HCV+ acute";1999;825
"INCIDENCE";"PWID";"HCV+ chronic";1999;510
"INCIDENCE";"PWID";"Cirrhosis";1999;41
"INCIDENCE";"PWID";"HCC";1999;5
"INCIDENCE";"PWID";"Transplant";1999;0
"YEARLY MORTALITY";"PWID";"Cirrhosis";1999;6
"YEARLY MORTALITY";"PWID";"HCC";1999;4
"YEARLY MORTALITY";"PWID";"Transplant";1999;0
"YEARLY MORTALITY";"PWID";"HCV related";1999;10
"YEARLY MORTALITY";"PWID";"Not related to HCV";1999;216
"CUMULATIVE MORTALITY";"PWID";"HCV related";1999;97
"CUMULATIVE MORTALITY";"PWID";"Not related to HCV";1999;2841
"YLLs";"PWID";"Cirrhosis";1999;247
"YLLs";"PWID";"HCC";1999;161
"YLLs";"PWID";"Transplant";1999;0
"YLLs";"PWID";"HCV related";1999;408
"YLLs";"PWID";"Not related to HCV";1999;10981
"YLDs";"PWID";"HCV+ acute";1999;209
"YLDs";"PWID";"HCV+ chronic";1999;843
"YLDs";"PWID";"Cirrhosis";1999;98
"YLDs";"PWID";"HCC";1999;5
"YLDs";"PWID";"Transplant";1999;0
"YLDs";"PWID";"Total";1999;1155
"DALYs";"PWID";"HCV+ acute";1999;209
"DALYs";"PWID";"HCV+ chronic";1999;843
"DALYs";"PWID";"Cirrhosis";1999;345
"DALYs";"PWID";"HCC";1999;166
"DALYs";"PWID";"Transplant";1999;0
"DALYs";"PWID";"HCV related";1999;1563
"OVERLAPPING PREVALENCE";"PWID";"Alive";2000;9108
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (incl. treatment)";2000;4438
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (excl. treatment)";2000;4255
"OVERLAPPING PREVALENCE";"PWID";"HCV treatment (excl. transplant)";2000;183
"DISCRETE PREVALENCE";"PWID";"HCV+ chronic";2000;3435
"DISCRETE PREVALENCE";"PWID";"Cirrhosis";2000;305
"DISCRETE PREVALENCE";"PWID";"HCC";2000;8
"DISCRETE PREVALENCE";"PWID";"Transplant";2000;0
"INCIDENCE";"PWID";"HCV+ acute";2000;780
"INCIDENCE";"PWID";"HCV+ chronic";2000;521
"INCIDENCE";"PWID";"Cirrhosis";2000;42
"INCIDENCE";"PWID";"HCC";2000;5
"INCIDENCE";"PWID";"Transplant";2000;0
"YEARLY MORTALITY";"PWID";"Cirrhosis";2000;6
"YEARLY MORTALITY";"PWID";"HCC";2000;4
"YEARLY MORTALITY";"PWID";"Transplant";2000;0
"YEARLY MORTALITY";"PWID";"HCV related";2000;10
"YEARLY MORTALITY";"PWID";"Not related to HCV";2000;233
"CUMULATIVE MORTALITY";"PWID";"HCV related";2000;107
"CUMULATIVE MORTALITY";"PWID";"Not related to HCV";2000;3075
"YLLs";"PWID";"Cirrhosis";2000;259
"YLLs";"PWID";"HCC";2000;170
"YLLs";"PWID";"Transplant";2000;1
"YLLs";"PWID";"HCV related";2000;429
"YLLs";"PWID";"Not related to HCV";2000;11829
"YLDs";"PWID";"HCV+ acute";2000;198
"YLDs";"PWID";"HCV+ chronic";2000;872
"YLDs";"PWID";"Cirrhosis";2000;103
"YLDs";"PWID";"HCC";2000;5
"YLDs";"PWID";"Transplant";2000;0
"YLDs";"PWID";"Total";2000;1179
"DALYs";"PWID";"HCV+ acute";2000;198
"DALYs";"PWID";"HCV+ chronic";2000;872
"DALYs";"PWID";"Cirrhosis";2000;362
"DALYs";"PWID";"HCC";2000;175
"DALYs";"PWID";"Transplant";2000;1
"DALYs";"PWID";"HCV related";2000;1608
"OVERLAPPING PREVALENCE";"PWID";"Alive";2001;9729
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (incl. treatment)";2001;4616
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (excl. treatment)";2001;4426
"OVERLAPPING PREVALENCE";"PWID";"HCV treatment (excl. transplant)";2001;190
"DISCRETE PREVALENCE";"PWID";"HCV+ chronic";2001;3512
"DISCRETE PREVALENCE";"PWID";"Cirrhosis";2001;323
"DISCRETE PREVALENCE";"PWID";"HCC";2001;8
"DISCRETE PREVALENCE";"PWID";"Transplant";2001;0
"INCIDENCE";"PWID";"HCV+ acute";2001;869
"INCIDENCE";"PWID";"HCV+ chronic";2001;492
"INCIDENCE";"PWID";"Cirrhosis";2001;44
"INCIDENCE";"PWID";"HCC";2001;5
"INCIDENCE";"PWID";"Transplant";2001;0
"YEARLY MORTALITY";"PWID";"Cirrhosis";2001;6
"YEARLY MORTALITY";"PWID";"HCC";2001;4
"YEARLY MORTALITY";"PWID";"Transplant";2001;0
"YEARLY MORTALITY";"PWID";"HCV related";2001;11
"YEARLY MORTALITY";"PWID";"Not related to HCV";2001;249
"CUMULATIVE MORTALITY";"PWID";"HCV related";2001;118
"CUMULATIVE MORTALITY";"PWID";"Not related to HCV";2001;3324
"YLLs";"PWID";"Cirrhosis";2001;269
"YLLs";"PWID";"HCC";2001;180
"YLLs";"PWID";"Transplant";2001;1
"YLLs";"PWID";"HCV related";2001;449
"YLLs";"PWID";"Not related to HCV";2001;12579
"YLDs";"PWID";"HCV+ acute";2001;221
"YLDs";"PWID";"HCV+ chronic";2001;892
"YLDs";"PWID";"Cirrhosis";2001;109
"YLDs";"PWID";"HCC";2001;5
"YLDs";"PWID";"Transplant";2001;0
"YLDs";"PWID";"Total";2001;1227
"DALYs";"PWID";"HCV+ acute";2001;221
"DALYs";"PWID";"HCV+ chronic";2001;892
"DALYs";"PWID";"Cirrhosis";2001;378
"DALYs";"PWID";"HCC";2001;185
"DALYs";"PWID";"Transplant";2001;1
"DALYs";"PWID";"HCV related";2001;1676
"OVERLAPPING PREVALENCE";"PWID";"Alive";2002;9733
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (incl. treatment)";2002;4644
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (excl. treatment)";2002;4449
"OVERLAPPING PREVALENCE";"PWID";"HCV treatment (excl. transplant)";2002;196
"DISCRETE PREVALENCE";"PWID";"HCV+ chronic";2002;3641
"DISCRETE PREVALENCE";"PWID";"Cirrhosis";2002;341
"DISCRETE PREVALENCE";"PWID";"HCC";2002;9
"DISCRETE PREVALENCE";"PWID";"Transplant";2002;0
"INCIDENCE";"PWID";"HCV+ acute";2002;759
"INCIDENCE";"PWID";"HCV+ chronic";2002;549
"INCIDENCE";"PWID";"Cirrhosis";2002;45
"INCIDENCE";"PWID";"HCC";2002;6
"INCIDENCE";"PWID";"Transplant";2002;0
"YEARLY MORTALITY";"PWID";"Cirrhosis";2002;7
"YEARLY MORTALITY";"PWID";"HCC";2002;5
"YEARLY MORTALITY";"PWID";"Transplant";2002;0
"YEARLY MORTALITY";"PWID";"HCV related";2002;11
"YEARLY MORTALITY";"PWID";"Not related to HCV";2002;249
"CUMULATIVE MORTALITY";"PWID";"HCV related";2002;129
"CUMULATIVE MORTALITY";"PWID";"Not related to HCV";2002;3573
"YLLs";"PWID";"Cirrhosis";2002;280
"YLLs";"PWID";"HCC";2002;189
"YLLs";"PWID";"Transplant";2002;1
"YLLs";"PWID";"HCV related";2002;470
"YLLs";"PWID";"Not related to HCV";2002;12399
"YLDs";"PWID";"HCV+ acute";2002;193
"YLDs";"PWID";"HCV+ chronic";2002;925
"YLDs";"PWID";"Cirrhosis";2002;114
"YLDs";"PWID";"HCC";2002;6
"YLDs";"PWID";"Transplant";2002;0
"YLDs";"PWID";"Total";2002;1238
"DALYs";"PWID";"HCV+ acute";2002;193
"DALYs";"PWID";"HCV+ chronic";2002;925
"DALYs";"PWID";"Cirrhosis";2002;394
"DALYs";"PWID";"HCC";2002;195
"DALYs";"PWID";"Transplant";2002;1
"DALYs";"PWID";"HCV related";2002;1708
"OVERLAPPING PREVALENCE";"PWID";"Alive";2003;9645
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (incl. treatment)";2003;4502
"OVERLAPPING PREVALENCE";"PWID";"HCV+ (excl. treatment)";2003;4299
"OVERLAPPING PREVALENCE";"PWID";"HCV treatment (excl. transplant)";2003;203
"DISCRETE PREVALENCE";"PWID";"HCV+ chronic";2003;3686
"DISCRETE PREVALENCE";"PWID";"Cirrhosis";2003;360
"DISCRETE PREVALENCE";"PWID";"HCC";2003;9
"DISCRETE PREVALENCE";"PWID";"Transplant";2003;0
"INCIDENCE";"PWID";"HCV+ acute";2003;563
"INCIDENCE";"PWID";"HCV+ chronic";2003;479
"INCIDENCE";"PWID";"Cirrhosis";2003;47
"INCIDENCE";"PWID";"HCC";2003;6
